grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position,recent_form_5,recent_form_3,recent_podiums_5,recent_wins_5,avg_finish,finish_std,race_count,avg_grid,grid_std,avg_fastest_lap,avg_pitstops,podium_count,podium_rate,win_count,win_rate,dnf_count,dnf_rate,track_avg_finish,track_race_count,track_avg_grid,track_avg_fastest_lap,track_podium_count,track_podium_rate,track_encoded,driver_encoded,track_type_encoded,wet_dry_encoded,grid_advantage,consistency_score,performance_momentum,quali_vs_race_gap,finished_position_clean
Singapore Grand Prix,2024,Oscar PIASTRI,PIA,81,Singapore,street,dry,95.745,97.85958333,29.12501639,41.56585246,27.49152459,1,5,3,6,3,2,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,4.666666667,3,8.333333333,96.54833333,1,0.333333333,18,23,1,0,1.199882938,0.188742803,-0.035211268,-2,3
Spanish Grand Prix,2024,Oscar PIASTRI,PIA,81,Catalunya,circuit,wet,77.874,80.15871429,24.28215625,32.23883077,24.20863077,2,10,7,5,3.333333333,3,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,7,3,7,77.432,1,0.333333333,2,23,0,1,0.605881484,0.188742803,0.112676056,-3,7
São Paulo Grand Prix,2024,Oscar PIASTRI,PIA,81,Interlagos,circuit,wet,81.532,89.2965303,22.99761194,46.67288235,20.53026471,2,8,8,3.8,4.666666667,3,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,9,3,7.333333333,76.19466667,0,0,5,23,0,1,0.75548185,0.188742803,0.290140845,0,8
United States Grand Prix,2024,Oscar PIASTRI,PIA,81,Austin,circuit,dry,97.883,102.0051667,27.58210909,40.65152727,34.08678182,1,5,5,5,6,2,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,5,2,7,99.71733333,0,0,0,23,0,0,1.199882938,0.188742803,0.112676056,0,5
Australian Grand Prix,2025,Oscar PIASTRI,PIA,81,Melbourne,street,wet,83.242,104.7606471,36.51551786,23.30232143,46.04316364,5,2,9,5.4,6.666666667,1,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,7,3,8,81.592,0,0,9,23,1,1,2.914001421,0.188742803,0.053521127,7,9
Austrian Grand Prix,2025,Oscar PIASTRI,PIA,81,Spielberg,circuit,dry,67.924,71.12008955,18.22355072,31.77430435,21.59173913,2,3,2,6.4,7.333333333,1,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,6.666666667,3,7.666666667,68.82766667,2,0.666666667,20,23,0,0,1.974000963,0.188742803,-0.094366197,-1,2
Azerbaijan Grand Prix,2025,Oscar PIASTRI,PIA,81,Baku,street,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,9,,6.2,5.333333333,1,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,6,2,7,106.3455,1,0.5,1,23,1,0,0.672461866,0.188742803,-0.064788732,,25
Bahrain Grand Prix,2025,Oscar PIASTRI,PIA,81,Sakhir,circuit,dry,95.14,99.18177778,32.57201786,43.37128571,24.78423214,2,1,1,6,5.5,1,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,4.5,2,9,96.86833333,1,0.5,15,23,0,0,5.563093623,0.188742803,-0.035211268,0,1
Belgian Grand Prix,2025,Oscar PIASTRI,PIA,81,Spa-Francorchamps,circuit,wet,105.706,114.4456905,33.03739535,50.95432558,30.82323256,1,2,1,4.25,1.5,2,1,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,1.5,2,4.333333333,105.773,2,1,19,23,0,1,2.914001421,0.188742803,0.223591549,-1,1
British Grand Prix,2025,Oscar PIASTRI,PIA,81,Silverstone,circuit,wet,89.337,111.8409592,36.11917647,45.79105882,30.56021569,2,2,2,3.25,1,3,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,3.333333333,3,3.333333333,89.645,1,0.333333333,17,23,0,1,2.914001421,0.188742803,0.371478873,0,2
Canadian Grand Prix,2025,Oscar PIASTRI,PIA,81,Montreal,circuit,wet,74.255,76.67492188,21.76372464,24.62585507,32.31850725,5,3,4,1.5,1.333333333,4,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,6.666666667,3,5.333333333,75.7,0,0,13,23,0,1,1.974000963,0.188742803,0.63028169,1,4
Chinese Grand Prix,2025,Oscar PIASTRI,PIA,81,Shanghai,circuit,dry,95.52,97.02133333,26.35059259,29.26807273,41.77621818,1,1,1,2,2.333333333,3,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,4.5,2,3,97.6295,1,0.5,16,23,0,0,5.563093623,0.188742803,0.556338028,0,1
Dutch Grand Prix,2025,Oscar PIASTRI,PIA,81,Zandvoort,circuit,dry,72.271,80.80405797,28.26861429,28.88709859,25.01656338,2,1,1,1.8,2.333333333,4,3,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,4.666666667,3,4,73.60233333,1,0.333333333,23,23,0,0,5.563093623,0.188742803,0.585915493,0,1
Emilia Romagna Grand Prix,2025,Oscar PIASTRI,PIA,81,Imola,circuit,dry,78.894,86.84875,27.86353226,30.49203226,29.09909677,2,1,3,1.8,2,4,3,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,3.5,2,1.5,79.4005,1,0.5,4,23,0,0,5.563093623,0.188742803,0.585915493,2,3
Hungarian Grand Prix,2025,Oscar PIASTRI,PIA,81,Hungaroring,circuit,dry,79.412,81.15070149,29.92407246,28.83553623,22.89124638,2,2,2,2.2,1.666666667,4,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,2.666666667,3,2.666666667,81.288,2,0.666666667,3,23,0,0,2.914001421,0.188742803,0.526760563,0,2
Italian Grand Prix,2025,Oscar PIASTRI,PIA,81,Monza,circuit,dry,81.245,83.06435294,27.69501923,28.17373077,27.54825,1,3,3,2.2,2,4,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,5.666666667,3,4,82.75333333,2,0.666666667,14,23,0,0,1.974000963,0.188742803,0.526760563,0,3
Japanese Grand Prix,2025,Oscar PIASTRI,PIA,81,Suzuka,circuit,dry,91.039,92.54107843,32.787,42.01538462,18.13280769,1,3,3,2,2.666666667,5,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,4.666666667,3,3.666666667,94.05633333,2,0.666666667,21,23,0,0,1.974000963,0.188742803,0.556338028,0,3
Mexico City Grand Prix,2025,Oscar PIASTRI,PIA,81,Mexico City,circuit,dry,80.422,82.77898529,29.299,32.44422857,21.54234286,2,8,5,2.4,2.666666667,5,1,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,7,3,10.66666667,81.082,0,0,10,23,0,0,0.75548185,0.188742803,0.497183099,-3,5
Miami Grand Prix,2025,Oscar PIASTRI,PIA,81,Miami,street,wet,89.822,92.23284375,31.11918182,35.42736364,26.33866667,1,4,1,3.2,3.666666667,4,0,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,11,3,9.666666667,90.82066667,1,0.333333333,11,23,1,1,1.492537313,0.188742803,0.378873239,-3,1
Monaco Grand Prix,2025,Oscar PIASTRI,PIA,81,Monte Carlo,circuit,dry,73.745,77.26513333,20.36611688,36.19688312,20.72738961,2,3,3,2.8,3,4,1,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,5,3,5.333333333,75.84633333,2,0.666666667,12,23,0,0,1.974000963,0.188742803,0.438028169,0,3
Saudi Arabian Grand Prix,2025,Oscar PIASTRI,PIA,81,Jeddah,street,dry,92.228,96.482625,35.8455102,30.04242857,30.88291837,1,2,1,3,3,4,1,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,6.666666667,3,5.333333333,92.94166667,1,0.333333333,6,23,1,0,2.914001421,0.188742803,0.408450704,-1,1
Singapore Grand Prix,2025,Oscar PIASTRI,PIA,81,Singapore,street,wet,95.408,96.79146667,28.98744262,40.81408197,27.30554098,1,3,4,2.6,1.666666667,4,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,4.666666667,3,8.333333333,96.54833333,1,0.333333333,18,23,1,1,1.974000963,0.188742803,0.467605634,1,4
Spanish Grand Prix,2025,Oscar PIASTRI,PIA,81,Catalunya,circuit,dry,75.743,83.05295161,25.47983077,33.58709231,25.46378462,3,1,1,2.8,2.666666667,3,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,7,3,7,77.432,1,0.333333333,2,23,0,0,5.563093623,0.188742803,0.438028169,0,1
São Paulo Grand Prix,2025,Oscar PIASTRI,PIA,81,Interlagos,circuit,dry,72.742,77.42959701,19.90434328,39.98089552,17.80127941,1,4,5,2,2,4,3,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,9,3,7.333333333,76.19466667,0,0,5,23,0,0,1.492537313,0.188742803,0.556338028,1,5
United States Grand Prix,2025,Oscar PIASTRI,PIA,81,Austin,circuit,dry,98.564,100.8640926,27.1364,40.30392727,33.75529091,1,6,5,2.8,3.333333333,3,2,5.761904762,4.298215255,63,6.119402985,4.68887267,86.44769231,1.820895522,24,0.380952381,9,0.142857143,4,0.063492063,5,2,7,99.71733333,0,0,0,23,0,0,1.003180817,0.188742803,0.438028169,-1,5
Abu Dhabi Grand Prix,2023,Pierre GASLY,GAS,10,Yas Marina Circuit,circuit,dry,89.016,90.42985455,18.97333333,38.56317544,33.62749123,2,10,13,0,0,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,10,2,8,89.114,0,0,22,24,0,0,1.243624362,0.200190241,0.920805369,3,13
Australian Grand Prix,2023,Pierre GASLY,GAS,10,Melbourne,street,dry,80.995,121.8348868,31.06749091,20.73474545,36.97852941,2,9,13,13,13,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12.33333333,3,11.66666667,82.36833333,0,0,9,24,1,0,1.38028638,0.200190241,-0.108724832,4,13
Austrian Grand Prix,2023,Pierre GASLY,GAS,10,Spielberg,circuit,wet,69.046,71.41825373,18.75757143,31.93575714,22.14817143,3,9,10,13,13,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,3,10.66666667,69.602,0,0,20,24,0,1,1.38028638,0.200190241,-0.108724832,1,10
Azerbaijan Grand Prix,2023,Pierre GASLY,GAS,10,Baku,street,dry,105.54,110.0917708,39.81918,44.6293,26.23118,2,19,14,12,12,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14.66666667,3,18.5,106.35,0,0,1,24,1,0,0.657623354,0.200190241,-0.029530201,-5,14
Bahrain Grand Prix,2023,Pierre GASLY,GAS,10,Sakhir,circuit,dry,95.068,98.71,32.59210714,42.921625,24.50126786,3,20,9,12.5,12.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11.33333333,3,15,95.468,0,0,15,24,0,0,0.624905774,0.200190241,-0.069127517,-11,9
Belgian Grand Prix,2023,Pierre GASLY,GAS,10,Spa-Francorchamps,circuit,wet,110.911,113.84,32.6257907,50.76909302,30.80709302,1,12,11,11.8,11,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11.33333333,3,12.33333333,108.502,0,0,19,24,0,1,1.038066617,0.200190241,-0.013691275,-1,11
British Grand Prix,2023,Pierre GASLY,GAS,10,Silverstone,circuit,dry,91.539,100.6311591,32.78368889,40.52424444,27.90484444,1,10,18,11.4,11.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,2,13.33333333,91.145,0,0,17,24,0,0,1.243624362,0.200190241,0.017986577,8,18
Canadian Grand Prix,2023,Pierre GASLY,GAS,10,Montreal,circuit,dry,76.425,81.33544776,22.49598551,26.07776812,32.76430435,2,17,12,12.4,12.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,3,17.33333333,76.14366667,0,0,13,24,0,0,0.734538366,0.200190241,-0.061208054,-5,12
Dutch Grand Prix,2023,Pierre GASLY,GAS,10,Zandvoort,circuit,wet,74.441,84.18160606,29.88061429,29.67094366,26.18412676,5,12,3,12.8,13.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9.666666667,3,11.66666667,74.848,1,0.333333333,23,24,0,1,1.038066617,0.200190241,-0.092885906,-9,3
Hungarian Grand Prix,2023,Pierre GASLY,GAS,10,Hungaroring,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,15,,10.6,11,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,19,1,17.33333333,82.3865,0,0,3,24,0,0,0.831828216,0.200190241,0.081342282,,25
Italian Grand Prix,2023,Pierre GASLY,GAS,10,Monza,circuit,dry,85.758,87.276,29.16983673,29.97210204,28.99810204,2,17,15,11,7.5,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,15.33333333,3,16.66666667,83.89933333,0,0,14,24,0,0,0.734538366,0.200190241,0.04966443,-2,15
Japanese Grand Prix,2023,Pierre GASLY,GAS,10,Suzuka,circuit,dry,96.371,103.21492,38.32613462,45.35305769,20.15057692,2,12,10,12,9,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,13,3,13.33333333,94.94433333,0,0,21,24,0,0,1.038066617,0.200190241,-0.029530201,-2,10
Las Vegas Grand Prix,2023,Pierre GASLY,GAS,10,Las Vegas,street,dry,96.913,107.38925,30.79487755,35.75708163,41.04020408,1,5,11,10,12.5,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,1,4,97.6135,0,0,7,24,1,0,2.462863933,0.200190241,0.12885906,6,11
Mexico City Grand Prix,2023,Pierre GASLY,GAS,10,Mexico City,circuit,dry,83.23,86.50083824,30.80891304,33.53384286,22.84074286,2,11,11,9.75,12,1,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,3,12.33333333,82.25833333,0,0,10,24,0,0,1.131586132,0.200190241,0.148657718,0,11
Miami Grand Prix,2023,Pierre GASLY,GAS,10,Miami,street,dry,91.971,92.85632727,31.92358929,35.16875,26.03528571,1,5,8,11.75,10.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,3,11.66666667,91.72833333,0,0,11,24,1,0,2.462863933,0.200190241,-0.009731544,3,8
Monaco Grand Prix,2023,Pierre GASLY,GAS,10,Monte Carlo,circuit,wet,75.831,84.28716,22.10706494,39.79164935,22.57714286,2,7,7,11,10,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,8.5,2,11.66666667,76.50333333,0,0,12,24,0,1,1.769099445,0.200190241,0.04966443,0,7
Qatar Grand Prix,2023,Pierre GASLY,GAS,10,Lusail,circuit,dry,85.793,91.82760377,35.22344643,30.46633929,27.377,3,7,12,9.4,8.666666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,8.5,2,9,84.749,0,0,8,24,0,0,1.769099445,0.200190241,0.176375839,5,12
Saudi Arabian Grand Prix,2023,Pierre GASLY,GAS,10,Jeddah,street,dry,93.392,98.2154375,36.38332653,30.83785714,31.29859184,1,10,9,9.8,9,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9,1,12.33333333,93.392,0,0,6,24,1,0,1.243624362,0.200190241,0.144697987,-1,9
Singapore Grand Prix,2023,Pierre GASLY,GAS,10,Singapore,street,dry,98.277,102.6007833,30.25022951,44.2274918,29.223,1,12,6,9.4,9.333333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14,3,16,96.59233333,0,0,18,24,1,0,1.038066617,0.200190241,0.176375839,-6,6
Spanish Grand Prix,2023,Pierre GASLY,GAS,10,Catalunya,circuit,dry,78.375,80.30322222,24.33109231,32.30663077,24.28423077,2,4,10,8.4,9,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9,3,6.333333333,78.43866667,0,0,2,24,0,0,3.063562454,0.200190241,0.25557047,6,10
São Paulo Grand Prix,2023,Pierre GASLY,GAS,10,Interlagos,circuit,wet,74.521,76.26395455,20.36226087,39.53848571,18.78432857,4,13,7,8.8,8.333333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,6.666666667,3,12.33333333,76.634,1,0.333333333,5,24,0,1,0.95882489,0.200190241,0.223892617,-6,7
United States Grand Prix,2023,Pierre GASLY,GAS,10,Austin,circuit,dry,100.412,102.2182075,28.42011111,40.8956,33.6306,2,7,6,8.8,7.666666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12.33333333,3,9.333333333,99.331,0,0,0,24,0,0,1.769099445,0.200190241,0.223892617,-1,6
Abu Dhabi Grand Prix,2024,Pierre GASLY,GAS,10,Yas Marina Circuit,circuit,dry,89.212,90.39433929,18.42896491,38.93880702,33.36673684,1,6,7,7.6,7.666666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,10,2,8,89.114,0,0,22,24,0,0,2.059115748,0.200190241,0.318926174,1,7
Australian Grand Prix,2024,Pierre GASLY,GAS,10,Melbourne,street,dry,81.09,84.95246296,29.60628571,18.62921429,36.86257143,2,17,13,7.2,6.666666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12.33333333,3,11.66666667,82.36833333,0,0,9,24,1,0,0.734538366,0.200190241,0.350604027,-4,13
Austrian Grand Prix,2024,Pierre GASLY,GAS,10,Spielberg,circuit,wet,69.609,71.62310294,18.13138571,32.10267143,21.84387143,2,13,10,8.6,8.666666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,3,10.66666667,69.602,0,0,20,24,0,1,0.95882489,0.200190241,0.239731544,-3,10
Azerbaijan Grand Prix,2024,Pierre GASLY,GAS,10,Baku,street,dry,108.018,110.332,40.10002,45.07162,26.24332,1,,12,8.6,10,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14.66666667,3,18.5,106.35,0,0,1,24,1,0,,0.200190241,0.239731544,,12
Bahrain Grand Prix,2024,Pierre GASLY,GAS,10,Sakhir,circuit,dry,94.805,97.48275,32.36654545,42.13161818,24.22763636,3,20,18,9.6,11.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11.33333333,3,15,95.468,0,0,15,24,0,0,0.624905774,0.200190241,0.160536913,-2,18
Belgian Grand Prix,2024,Pierre GASLY,GAS,10,Spa-Francorchamps,circuit,dry,107.418,109.6459756,31.88283721,48.97244186,29.4435814,2,12,13,12,13.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11.33333333,3,12.33333333,108.502,0,0,19,24,0,0,1.038066617,0.200190241,-0.029530201,1,13
British Grand Prix,2024,Pierre GASLY,GAS,10,Silverstone,circuit,wet,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,20,,13.2,14.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,2,13.33333333,91.145,0,0,17,24,0,1,0.624905774,0.200190241,-0.124563758,,25
Canadian Grand Prix,2024,Pierre GASLY,GAS,10,Montreal,circuit,wet,77.013,90.19907463,26.14417391,28.75353623,35.7876087,2,15,9,13.25,15.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,3,17.33333333,76.14366667,0,0,13,24,0,1,0.831828216,0.200190241,-0.12852349,-6,9
Chinese Grand Prix,2024,Pierre GASLY,GAS,10,Shanghai,circuit,dry,99.198,107.8091923,29.54836364,32.67245455,47.08590909,3,15,13,13,11,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,13,1,15.5,97.8115,0,0,16,24,0,0,0.831828216,0.200190241,-0.108724832,-2,13
Dutch Grand Prix,2024,Pierre GASLY,GAS,10,Zandvoort,circuit,dry,74.855,76.40236232,26.16604286,27.63458571,22.90607143,1,9,9,13.25,11,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9.666666667,3,11.66666667,74.848,1,0.333333333,23,24,0,0,1.38028638,0.200190241,-0.12852349,0,9
Emilia Romagna Grand Prix,2024,Pierre GASLY,GAS,10,Imola,circuit,dry,81.371,82.60383051,26.84195082,28.65142623,27.84429508,2,15,16,11,10.33333333,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14.5,2,12.5,80.8845,0,0,4,24,0,0,0.831828216,0.200190241,0.04966443,1,16
Hungarian Grand Prix,2024,Pierre GASLY,GAS,10,Hungaroring,circuit,dry,83.34,85.77374194,30.90409375,31.002875,24.3635625,1,20,,11.75,12.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,19,1,17.33333333,82.3865,0,0,3,24,0,0,0.624905774,0.200190241,-0.009731544,,25
Italian Grand Prix,2024,Pierre GASLY,GAS,10,Monza,circuit,dry,83.755,85.56661224,28.52974,29.25492157,28.58841176,2,14,15,11.75,12.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,15.33333333,3,16.66666667,83.89933333,0,0,14,24,0,0,0.890823125,0.200190241,-0.009731544,1,15
Japanese Grand Prix,2024,Pierre GASLY,GAS,10,Suzuka,circuit,dry,96.642,99.93995833,37.5282,44.1535098,19.58856863,3,17,16,13.25,15.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,13,3,13.33333333,94.94433333,0,0,21,24,0,0,0.734538366,0.200190241,-0.12852349,-1,16
Las Vegas Grand Prix,2024,Pierre GASLY,GAS,10,Las Vegas,street,dry,98.314,101.1483846,30.28392857,33.692,38.28428571,1,3,,14,15.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,1,4,97.6135,0,0,7,24,1,0,4.051808407,0.200190241,-0.187919463,,25
Mexico City Grand Prix,2024,Pierre GASLY,GAS,10,Mexico City,circuit,dry,81.274,86.05873529,31.23685294,32.77783824,22.03884058,1,8,10,15.66666667,15.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,12,3,12.33333333,82.25833333,0,0,10,24,0,0,1.550692106,0.200190241,-0.319910515,2,10
Miami Grand Prix,2024,Pierre GASLY,GAS,10,Miami,street,dry,92.055,96.06296364,32.89864286,36.61753571,26.76019643,1,12,12,13.66666667,13,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,11,3,11.66666667,91.72833333,0,0,11,24,1,0,1.038066617,0.200190241,-0.161521253,0,12
Monaco Grand Prix,2024,Pierre GASLY,GAS,10,Monte Carlo,circuit,dry,75.625,80.24642667,21.20315789,37.58473684,22.23973684,1,10,10,13.25,11,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,8.5,2,11.66666667,76.50333333,0,0,12,24,0,0,1.243624362,0.200190241,-0.12852349,0,10
Qatar Grand Prix,2024,Pierre GASLY,GAS,10,Lusail,circuit,dry,83.705,92.85171698,34.99725,31.42135714,29.13841071,3,11,5,12,10.66666667,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,8.5,2,9,84.749,0,0,8,24,0,0,1.131586132,0.200190241,-0.029530201,-6,5
Saudi Arabian Grand Prix,2024,Pierre GASLY,GAS,10,Jeddah,street,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,18,,9.25,9,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9,1,12.33333333,93.392,0,0,6,24,1,0,0.693956136,0.200190241,0.188255034,,25
Singapore Grand Prix,2024,Pierre GASLY,GAS,10,Singapore,street,dry,96.927,99.62720339,29.65945,42.39235,27.94235,1,18,17,9.25,7.5,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,14,3,16,96.59233333,0,0,18,24,1,0,0.693956136,0.200190241,0.188255034,-1,17
Spanish Grand Prix,2024,Pierre GASLY,GAS,10,Catalunya,circuit,wet,79.045,80.55973016,24.40936923,32.3662,24.38855385,2,7,9,11,11,0,0,11.62711864,3.995248493,59,12.56060606,4.674410824,87.645,1.71641791,2,0.033898305,0,0,8,0.13559322,9,3,6.333333333,78.43866667,0,0,2,24,0,1,1.769099445,0.200190241,0.04966443,2,9
